"350010 Adamantina";34953;34953
"350020 Adolfo";3639;3639
"350030 Aguaí";34188;34188
"350040 Águas da Prata";7942;7942
"350050 Águas de Lindóia";18108;18108
"350055 Águas de Santa Bárbara";5876;5876
"350060 Águas de São Pedro";3004;3004
"350070 Agudos";36150;36150
"350075 Alambari";5356;5356
"350080 Alfredo Marcondes";4064;4064
"350090 Altair";4010;4010
"350100 Altinópolis";16137;16137
"350110 Alto Alegre";4193;4193
"350115 Alumínio";17784;17784
"350120 Álvares Florence";3915;3915
"350130 Álvares Machado";24482;24482
"350140 Álvaro de Carvalho";4937;4937
"350150 Alvinlândia";3137;3137
"350160 Americana";224551;224551
"350170 Américo Brasiliense";37165;37165
"350180 Américo de Campos";5916;5916
"350190 Amparo";69322;69322
"350200 Analândia";4612;4612
"350210 Andradina";57145;57145
"350220 Angatuba";23666;23666
"350230 Anhembi";6120;6120
"350240 Anhumas";3941;3941
"350250 Aparecida";36151;36151
"350260 Aparecida d'Oeste";4468;4468
"350270 Apiaí";25491;25491
"350275 Araçariguama";19144;19144
"350280 Araçatuba";190536;190536
"350290 Araçoiaba da Serra";30088;30088
"350300 Aramina";5416;5416
"350310 Arandu";6334;6334
"350315 Arapeí";2541;2541
"350320 Araraquara";222036;222036
"350330 Araras";126391;126391
"350335 Arco-Íris";1925;1925
"350340 Arealva";8245;8245
"350350 Areias";3839;3839
"350360 Areiópolis";10989;10989
"350370 Ariranha";9095;9095
"350380 Artur Nogueira";48420;48420
"350390 Arujá";81326;81326
"350395 Aspásia";1854;1854
"350400 Assis";100204;100204
"350410 Atibaia";134567;134567
"350420 Auriflama";14831;14831
"350430 Avaí";5210;5210
"350440 Avanhandava";12307;12307
"350450 Avaré";87238;87238
"350460 Bady Bassitt";15851;15851
"350470 Balbinos";4433;4433
"350480 Bálsamo";8631;8631
"350490 Bananal";10680;10680
"350500 Barão de Antonina";3297;3297
"350510 Barbosa";6998;6998
"350520 Bariri";33466;33466
"350530 Barra Bonita";36310;36310
"350535 Barra do Chapéu";5514;5514
"350540 Barra do Turvo";7878;7878
"350550 Barretos";117779;117779
"350560 Barrinha";30506;30506
"350570 Barueri";256756;256756
"350580 Bastos";21061;21061
