"350010 Adamantina";5154
"350020 Adolfo";1343
"350050 Águas de Lindóia";3535
"350070 Agudos";3626
"350075 Alambari";1577
"350080 Alfredo Marcondes";1595
"350090 Altair";1102
"350100 Altinópolis";4905
"350110 Alto Alegre";1457
"350120 Álvares Florence";1512
"350130 Álvares Machado";7012
"350140 Álvaro de Carvalho";1054
"350150 Alvinlândia";554
"350160 Americana";10399
"350170 Américo Brasiliense";580
"350180 Américo de Campos";1944
"350190 Amparo";19293
"350210 Andradina";15440
"350220 Angatuba";2992
"350230 Anhembi";286
"350240 Anhumas";1311
"350250 Aparecida";5917
"350260 Aparecida d'Oeste";1708
"350270 Apiaí";6063
"350280 Araçatuba";37910
"350290 Araçoiaba da Serra";2483
"350300 Aramina";1689
"350310 Arandu";1847
"350315 Arapeí";841
"350320 Araraquara";23140
"350330 Araras";18124
"350335 Arco-Íris";673
"350340 Arealva";2686
"350350 Areias";1126
"350360 Areiópolis";3036
"350370 Ariranha";1123
"350380 Artur Nogueira";12372
"350390 Arujá";10451
"350395 Aspásia";629
"350400 Assis";10259
"350410 Atibaia";9980
"350420 Auriflama";3292
"350440 Avanhandava";3156
"350450 Avaré";5482
"350460 Bady Bassitt";3606
"350470 Balbinos";514
"350490 Bananal";2316
"350500 Barão de Antonina";1056
"350520 Bariri";4062
"350530 Barra Bonita";1045
"350535 Barra do Chapéu";1699
"350540 Barra do Turvo";2313
"350550 Barretos";7748
"350560 Barrinha";3456
"350570 Barueri";2433
"350580 Bastos";6297
"350590 Batatais";8190
"350600 Bauru";12327
"350610 Bebedouro";9931
"350620 Bento de Abreu";806
"350630 Bernardino de Campos";1796
"350640 Bilac";2057
"350650 Birigui";27046
"350660 Biritiba-Mirim";2242
"350670 Boa Esperança do Sul";2116
"350680 Bocaina";2532
"350715 Bom Sucesso de Itararé";1065
"350720 Borá";269
"350730 Boracéia";1519
"350740 Borborema";5324
"350745 Borebi";723
"350750 Botucatu";59
"350760 Bragança Paulista";23186
"350770 Braúna";1681
"350775 Brejo Alegre";846
"350780 Brodowski";4369
"350790 Brotas";1001
"350800 Buri";4303
"350810 Buritama";4825
"350820 Buritizal";1081
"350830 Cabrália Paulista";359
"350840 Cabreúva";262
"350850 Caçapava";15639
"350860 Cachoeira Paulista";7972
"350870 Caconde";2421
"350880 Cafelândia";2252
"350890 Caiabu";1376
"350910 Caiuá";1849
"350920 Cajamar";11885
"350925 Cajati";4907
"350930 Cajobi";2175
"350940 Cajuru";6584
"350945 Campina do Monte Alegre";1791
"350950 Campinas";150751
"350970 Campos do Jordão";11041
"350980 Campos Novos Paulista";1534
"350990 Cananéia";4080
"350995 Canas";1468
"351000 Cândido Mota";1065
"351010 Cândido Rodrigues";1034
"351015 Canitar";1009
"351020 Capão Bonito";10293
"351040 Capivari";3629
"351050 Caraguatatuba";26418
"351070 Cardoso";2190
"351080 Casa Branca";2822
"351090 Cássia dos Coqueiros";853
"351100 Castilho";6372
"351110 Catanduva";19019
"351120 Catiguá";1004
"351140 Cerqueira César";5190
"351150 Cerquilho";3753
"351160 Cesário Lange";1732
"355720 Chavantes";556
"351190 Clementina";2227
"351200 Colina";4955
"351210 Colômbia";1142
"351220 Conchal";6935
"351230 Conchas";3934
"351240 Cordeirópolis";4543
"351250 Coroados";1641
"351260 Coronel Macedo";1365
"351280 Cosmópolis";6953
"351290 Cosmorama";727
"351300 Cotia";12419
"351310 Cravinhos";2375
"351320 Cristais Paulista";731
"351330 Cruzália";788
"351350 Cubatão";17796
"351360 Cunha";4151
"351370 Descalvado";11289
"351380 Diadema";122527
"351385 Dirce Reis";629
"351390 Divinolândia";3181
"351400 Dobrada";2218
"351410 Dois Córregos";4320
"351420 Dolcinópolis";896
"351430 Dourado";2979
"351440 Dracena";3002
"351450 Duartina";4239
"351460 Dumont";474
"351470 Echaporã";2139
"351480 Eldorado";1476
"351490 Elias Fausto";4781
"351492 Elisiário";978
"351495 Embaúba";810
"351500 Embu das Artes";23449
"351510 Embu-Guaçu";4033
"351512 Emilianópolis";1127
"351515 Engenheiro Coelho";3165
"351518 Espírito Santo do Pinhal";9766
"351519 Espírito Santo do Turvo";1384
"355730 Estiva Gerbi";3288
"351530 Estrela do Norte";884
"351535 Euclides da Cunha Paulista";3020
"351540 Fartura";949
"351560 Fernando Prestes";1930
"351550 Fernandópolis";13936
"351565 Fernão";534
"351580 Flora Rica";622
"351590 Floreal";1079
"351600 Flórida Paulista";3615
"351610 Florínia";897
"351620 Franca";5691
"351630 Francisco Morato";37503
"351640 Franco da Rocha";5920
"351650 Gabriel Monteiro";989
"351660 Gália";2390
"351670 Garça";13240
"351685 Gavião Peixoto";963
"351700 Getulina";1235
"351710 Glicério";1620
"351720 Guaiçara";638
"351730 Guaimbê";1644
"351740 Guaíra";12882
"351750 Guapiaçu";2516
"351760 Guapiara";5691
"351770 Guará";3911
"351780 Guaraçaí";2876
"351790 Guaraci";1822
"351800 Guarani d'Oeste";726
"351810 Guarantã";1811
"351820 Guararapes";6897
"351840 Guaratinguetá";10107
"351850 Guareí";3990
"351860 Guariba";898
"351870 Guarujá";20570
"351880 Guarulhos";153091
"351890 Guzolândia";1340
"351900 Herculândia";2055
"351905 Holambra";1
"351907 Hortolândia";11409
"351910 Iacanga";3239
"351920 Iacri";1651
"351925 Iaras";97
"351930 Ibaté";8511
"351940 Ibirá";2810
"351960 Ibitinga";3641
"351980 Icém";2098
"351990 Iepê";2728
"352000 Igaraçu do Tietê";1794
"352010 Igarapava";2584
"352020 Igaratá";3255
"352030 Iguape";7311
"352042 Ilha Comprida";3497
"352044 Ilha Solteira";5040
"352040 Ilhabela";10053
"352060 Indiana";1685
"352070 Indiaporã";1402
"352080 Inúbia Paulista";1176
"352090 Ipaussu";3016
"352100 Iperó";2117
"352110 Ipeúna";1055
"352120 Iporanga";1263
"352130 Ipuã";3618
"352140 Iracemápolis";2875
"352150 Irapuã";1508
"352160 Irapuru";1922
"352170 Itaberá";3511
"352180 Itaí";2571
"352190 Itajobi";4913
"352200 Itaju";1015
"352210 Itanhaém";23055
"352215 Itaóca";969
"352220 Itapecerica da Serra";2877
"352230 Itapetininga";9936
"352240 Itapeva";19676
"352250 Itapevi";18189
"352260 Itapira";2393
"352265 Itapirapuã Paulista";1228
"352270 Itápolis";705
"352280 Itaporanga";5279
"352290 Itapuí";3774
"352300 Itapura";1457
"352310 Itaquaquecetuba";13654
"352320 Itararé";11476
"352330 Itariri";3740
"352340 Itatiba";18177
"352350 Itatinga";2295
"352360 Itirapina";2293
"352370 Itirapuã";1609
"352380 Itobi";165
"352400 Itupeva";6063
"352410 Ituverava";9800
"352420 Jaborandi";1467
"352430 Jaboticabal";8510
"352440 Jacareí";15244
"352450 Jaci";2023
"352460 Jacupiranga";3500
"352480 Jales";13893
"352490 Jambeiro";1720
"352500 Jandira";32608
"352510 Jardinópolis";5331
"352530 Jaú";15878
"352540 Jeriquara";890
"352560 João Ramalho";1611
"352570 José Bonifácio";2250
"352580 Júlio Mesquita";1478
"352590 Jundiaí";28274
"352600 Junqueirópolis";5967
"352610 Juquiá";3474
"352620 Juquitiba";7458
"352630 Lagoinha";1113
"352650 Lavínia";1775
"352670 Leme";14742
"352680 Lençóis Paulista";18313
"352690 Limeira";9840
"352700 Lindóia";3731
"352710 Lins";18608
"352720 Lorena";9313
"352740 Lucélia";5196
"352760 Luís Antônio";3167
"352770 Luiziânia";1422
"352780 Lupércio";566
"352800 Macatuba";4507
"352810 Macaubal";2716
"352820 Macedônia";1258
"352830 Magda";1240
"352840 Mairinque";5187
"352850 Mairiporã";9103
"352870 Marabá Paulista";1545
"352880 Maracaí";2188
