"350020 Adolfo";922
"350030 Aguaí";1053
"350080 Alfredo Marcondes";819
"350090 Altair";641
"350100 Altinópolis";3316
"350130 Álvares Machado";2681
"350140 Álvaro de Carvalho";1335
"350150 Alvinlândia";725
"350190 Amparo";4379
"350200 Analândia";800
"350220 Angatuba";755
"350240 Anhumas";715
"350260 Aparecida d'Oeste";1546
"350270 Apiaí";5091
"350290 Araçoiaba da Serra";2046
"350300 Aramina";750
"350310 Arandu";1664
"350315 Arapeí";758
"350320 Araraquara";889
"350330 Araras";10499
"350335 Arco-Íris";292
"350380 Artur Nogueira";2482
"350400 Assis";6924
"350490 Bananal";1575
"350520 Bariri";789
"350535 Barra do Chapéu";1821
"350540 Barra do Turvo";487
"350560 Barrinha";1353
"350580 Bastos";3053
"350590 Batatais";11146
"350600 Bauru";4896
"350610 Bebedouro";801
"350620 Bento de Abreu";680
"350635 Bertioga";1196
"350640 Bilac";828
"350650 Birigui";9739
"350715 Bom Sucesso de Itararé";1829
"350760 Bragança Paulista";8623
"350770 Braúna";1049
"350775 Brejo Alegre";553
"350780 Brodowski";1001
"350800 Buri";2786
"350810 Buritama";3708
"350820 Buritizal";738
"350850 Caçapava";369
"350860 Cachoeira Paulista";762
"350880 Cafelândia";418
"350900 Caieiras";799
"350910 Caiuá";1072
"350920 Cajamar";261
"350925 Cajati";1281
"350940 Cajuru";505
"350945 Campina do Monte Alegre";1447
"350950 Campinas";393
"350970 Campos do Jordão";612
"351000 Cândido Mota";840
"351020 Capão Bonito";9283
"351040 Capivari";882
"351050 Caraguatatuba";13500
"351090 Cássia dos Coqueiros";754
"351100 Castilho";3144
"351110 Catanduva";3791
"351150 Cerquilho";7468
"351160 Cesário Lange";1516
"355720 Chavantes";643
"351190 Clementina";1380
"351200 Colina";4107
"351210 Colômbia";8
"351230 Conchas";3477
"351250 Coroados";1195
"351260 Coronel Macedo";977
"351280 Cosmópolis";3569
"351320 Cristais Paulista";415
"351330 Cruzália";772
"351340 Cruzeiro";1155
"351350 Cubatão";11002
"351370 Descalvado";941
"351380 Diadema";14236
"351410 Dois Córregos";1150
"351420 Dolcinópolis";704
"351440 Dracena";3542
"351470 Echaporã";1550
"351480 Eldorado";1082
"351490 Elias Fausto";2834
"351492 Elisiário";753
"351495 Embaúba";730
"351500 Embu das Artes";2597
"351512 Emilianópolis";690
"351515 Engenheiro Coelho";1834
"351518 Espírito Santo do Pinhal";7412
"351519 Espírito Santo do Turvo";994
"355730 Estiva Gerbi";857
"351535 Euclides da Cunha Paulista";2312
"351565 Fernão";420
"351570 Ferraz de Vasconcelos";780
"351580 Flora Rica";457
"351600 Flórida Paulista";692
"351610 Florínia";779
"351620 Franca";4001
"351630 Francisco Morato";27610
"351640 Franco da Rocha";1306
"351650 Gabriel Monteiro";823
"351660 Gália";936
"351685 Gavião Peixoto";1096
"351710 Glicério";709
"351750 Guapiaçu";1614
"351760 Guapiara";3854
"351770 Guará";2778
"351800 Guarani d'Oeste";680
"351820 Guararapes";1702
"351840 Guaratinguetá";2329
"351880 Guarulhos";1094
"351885 Guatapará";516
"351890 Guzolândia";1137
